market_id,city,state_name,state_code,latitude,longitude,year,population,home_value,population_growth_1yr_pct,population_growth_5yr_pct,home_value_growth_1yr_pct,home_value_cagr_3yr_pct,home_value_cagr_5yr_pct,permitted_units,permits_per_1000_population,permit_growth_1yr_pct,homes_sold,homes_sold_growth_1yr_pct,avg_inventory,inventory_growth_1yr_pct,avg_months_of_supply,avg_sale_to_list_pct,activity_months,growth_score,demand_score,supply_score,baseline_score,growth_heavy_score,demand_heavy_score,supply_light_score,avg_scenario_score,baseline_rank,growth_heavy_rank,demand_heavy_rank,supply_light_rank,avg_rank,rank_range,rank_stddev,national_baseline_rank,national_robust_rank,state_baseline_rank,state_robust_rank,created_at
US-4839148,Killeen,Texas,TX,,,2025,161883,221097.72,0.93,5.27,-1.97,-1.59,6.47,910,5.62,-19.75,5529.0,-8.52,774.08,13.75,5.13,98.28,12,63.51,23.41,38.53,43.23,47.73,37.71,42.97,42.91,2129,1733,2411,2089,2090.5,678,240.84,2129,2129,96,99,2026-09-19 22:18:21.483951+00:00
US-4869908,Stafford,Texas,TX,,,2025,18043,300032.59,5.15,3.82,-1.42,-0.07,5.61,432,23.94,-10.74,306.0,35.4,40.0,41.59,4.95,97.09,12,49.6,49.78,8.57,39.41,43.5,43.54,45.58,43.01,2410,2058,2047,1899,2103.5,511,187.77,2410,2140,142,100,2026-09-19 22:18:21.483951+00:00
US-4827000,Fort Worth,Texas,TX,,,2025,1028117,299757.05,1.93,11.31,-3.4,-2.47,5.21,9437,9.18,-28.22,32046.0,-2.13,3641.5,13.64,4.16,98.01,12,56.2,33.61,31.73,42.18,45.75,40.1,43.59,42.9,2212,1898,2284,2043,2109.25,386,150.09,2212,2149,105,101,2026-09-19 22:18:21.483951+00:00
US-4826604,Forney,Texas,TX,,,2025,41658,315111.21,8.48,75.71,-4.96,-5.22,3.63,273,6.55,-58.82,1285.0,3.63,210.33,10.65,6.03,97.51,12,52.0,34.75,39.13,42.74,44.89,40.58,42.95,42.79,2167,1960,2240,2094,2115.25,280,103.43,2167,2155,101,102,2026-09-19 22:18:21.483951+00:00
US-4863572,Rowlett,Texas,TX,,,2025,67890,372176.41,-0.41,8.18,-4.82,-1.85,5.88,1018,14.99,556.77,2417.0,3.64,345.75,34.23,5.3,97.6,12,60.15,36.53,12.72,40.03,45.95,40.04,44.78,42.7,2375,1878,2288,1960,2125.25,497,210.54,2375,2160,134,103,2026-09-19 22:18:21.483951+00:00
US-4872392,Texas City,Texas,TX,,,2025,59733,227969.73,3.18,14.32,-4.0,-1.83,3.18,640,10.71,-34.29,3023.0,11.02,422.17,9.35,5.18,95.78,12,48.47,40.17,33.87,41.91,43.79,41.71,43.27,42.67,2233,2044,2164,2065,2126.5,189,76.38,2233,2161,109,104,2026-09-19 22:18:21.483951+00:00
US-4819972,Denton,Texas,TX,,,2025,169431,356457.39,1.92,20.04,-4.48,-2.24,5.31,3438,20.29,73.99,4710.0,2.77,613.83,43.42,4.77,97.83,12,60.41,37.9,7.95,39.42,45.79,40.16,45.03,42.6,2409,1893,2278,1942,2130.5,516,218.66,2409,2167,141,105,2026-09-19 22:18:21.483951+00:00
US-4830464,Grand Prairie,Texas,TX,,,2025,209434,317662.73,0.92,6.75,-3.59,-1.26,5.62,664,3.17,-58.03,3605.0,-9.08,381.58,12.37,3.87,97.92,12,55.71,26.06,49.15,43.69,45.83,38.42,41.71,42.41,2101,1886,2372,2183,2135.5,486,174.38,2101,2169,92,106,2026-09-19 22:18:21.483951+00:00
US-4863668,Royse City,Texas,TX,,,2025,28307,320160.38,7.23,105.42,-4.33,-4.38,4.15,498,17.59,-28.14,1046.0,11.99,190.33,28.24,6.72,96.94,12,54.13,41.24,15.28,39.91,44.44,41.21,44.44,42.5,2382,2005,2194,1985,2141.5,397,161.03,2382,2177,135,107,2026-09-19 22:18:21.483951+00:00
US-4867496,Sherman,Texas,TX,,,2025,52417,264609.73,4.11,19.17,-5.7,-1.19,5.47,1034,19.73,-18.71,2111.0,5.08,397.08,29.06,6.96,96.92,12,61.46,33.62,14.75,40.04,46.1,39.14,44.26,42.39,2373,1871,2331,2004,2144.75,502,213.04,2373,2180,133,108,2026-09-19 22:18:21.483951+00:00
US-4847496,Melissa,Texas,TX,,,2025,29969,441184.96,14.48,109.0,-5.81,-3.42,6.33,553,18.45,-57.3,1148.0,-24.02,165.92,4.57,5.27,97.74,12,72.44,13.41,33.73,42.1,48.93,34.17,42.01,41.8,2216,1639,2569,2164,2147.0,930,332.11,2216,2181,106,109,2026-09-19 22:18:21.483951+00:00
US-4866392,Seabrook,Texas,TX,,,2025,13974,347356.1,0.33,2.87,-1.46,-0.74,4.25,30,2.15,-51.61,627.0,25.65,98.42,26.45,5.88,96.78,12,37.66,46.46,43.86,42.29,41.23,43.43,42.24,42.3,2202,2195,2055,2147,2149.75,147,58.66,2202,2187,103,110,2026-09-19 22:18:21.483951+00:00
US-4811368,Burkburnett,Texas,TX,,,2025,11057,186431.6,0.05,0.81,-0.29,2.51,6.8,6,0.54,-57.14,415.0,-4.16,57.42,15.41,5.31,96.44,12,53.43,19.96,67.75,45.29,45.53,37.17,39.8,41.95,1952,1916,2431,2305,2151.0,515,221.89,1952,2188,78,111,2026-09-19 22:18:21.483951+00:00
US-4827348,Fredericksburg,Texas,TX,,,2025,11893,528381.29,1.55,7.86,-2.95,-2.21,4.92,51,4.29,-1.92,865.0,3.1,182.08,4.5,7.84,96.86,12,50.59,30.3,50.77,43.53,44.53,39.46,41.48,42.25,2115,1998,2320,2194,2156.75,322,117.24,2115,2193,94,112,2026-09-19 22:18:21.483951+00:00
US-4804000,Arlington,Texas,TX,,,2025,402134,311237.6,-0.3,1.97,-3.88,-1.82,5.29,1576,3.92,-7.46,9572.0,2.18,948.17,16.7,3.63,97.99,12,40.95,43.49,41.93,42.08,41.86,42.49,42.19,42.15,2217,2159,2119,2149,2161.0,98,35.52,2217,2198,107,113,2026-09-19 22:18:21.483951+00:00
US-4845000,Lubbock,Texas,TX,,,2025,273071,208884.89,1.05,5.81,-0.29,-0.66,4.3,2382,8.72,28.62,12544.0,7.81,1597.58,10.84,4.69,96.71,12,44.85,40.87,35.06,41.01,42.19,41.19,42.08,41.62,2308,2144,2195,2153,2200.0,164,65.26,2308,2235,121,114,2026-09-19 22:18:21.483951+00:00
US-4810912,Bryan,Texas,TX,,,2025,91996,273657.11,0.89,9.06,0.85,2.14,4.84,1032,11.22,-6.1,3771.0,2.92,453.75,8.19,4.59,96.67,12,51.48,34.38,34.23,41.18,43.76,39.49,42.06,41.62,2299,2045,2317,2154,2203.75,272,111.33,2299,2237,120,115,2026-09-19 22:18:21.483951+00:00
US-4815976,College Station,Texas,TX,,,2025,127472,346510.05,0.21,5.53,0.37,2.11,4.83,1298,10.18,16.73,4142.0,4.7,476.42,28.24,4.32,98.13,12,46.92,44.45,19.5,39.2,42.07,41.45,43.07,41.44,2424,2149,2179,2080,2208.0,344,129.77,2424,2245,143,116,2026-09-19 22:18:21.483951+00:00
US-4813024,Carrollton,Texas,TX,,,2025,134562,405763.29,-0.9,0.72,-5.1,-0.69,5.74,1166,8.67,5200.0,3533.0,8.81,336.0,50.39,3.45,98.14,12,39.57,54.56,12.61,38.08,40.02,43.77,43.62,41.37,2501,2263,2033,2040,2209.25,468,192.17,2501,2248,157,117,2026-09-19 22:18:21.483951+00:00
US-4821424,Dripping Springs,Texas,TX,,,2025,11167,694351.01,9.29,118.02,-3.93,-4.83,4.94,521,46.66,6.11,640.0,1.91,99.0,16.02,5.84,97.12,12,58.06,30.8,24.24,40.06,44.81,37.99,42.41,41.32,2371,1964,2396,2128,2214.75,432,178.65,2371,2253,132,118,2026-09-19 22:18:21.483951+00:00
US-4804504,Athens,Texas,TX,,,2025,13870,259455.32,0.34,7.71,-0.08,0.46,4.95,22,1.59,10.0,305.0,-4.09,51.58,2.31,6.68,97.35,12,50.6,20.82,67.26,44.34,44.17,36.72,38.87,41.02,2031,2024,2453,2360,2217.0,429,192.35,2031,2254,86,119,2026-09-19 22:18:21.483951+00:00
US-4866128,Schertz,Texas,TX,,,2025,45978,314482.95,2.76,8.78,-2.89,-2.27,4.11,438,9.53,-22.61,2050.0,12.95,350.33,37.3,6.47,97.64,12,47.71,44.9,15.51,38.68,42.04,41.34,43.23,41.32,2461,2151,2188,2069,2217.25,392,147.17,2461,2255,148,120,2026-09-19 22:18:21.483951+00:00
US-4841440,La Porte,Texas,TX,,,2025,37983,256562.16,0.18,7.61,-0.95,-0.21,4.38,84,2.21,-22.94,1403.0,-5.27,144.75,9.18,3.82,97.37,12,47.49,28.21,57.31,43.19,43.18,38.36,39.79,41.13,2133,2084,2376,2307,2225.0,292,120.28,2133,2261,97,121,2026-09-19 22:18:21.483951+00:00
US-4830920,Greenville,Texas,TX,,,2025,37069,246172.27,7.46,31.18,-3.11,-1.68,5.64,663,17.89,-34.87,1585.0,-4.8,301.17,8.82,7.07,97.5,12,64.51,20.1,30.45,40.45,46.08,34.97,41.12,40.65,2335,1874,2534,2223,2241.5,660,239.63,2335,2274,126,122,2026-09-19 22:18:21.483951+00:00
US-4838068,Josephine,Texas,TX,,,2025,10208,292692.2,15.67,347.13,-5.89,-3.77,4.69,449,43.99,-7.04,184.0,1.66,33.25,47.78,7.95,98.76,12,56.71,37.37,6.75,37.45,43.42,38.58,43.01,40.62,2533,2066,2361,2083,2260.75,467,196.02,2533,2303,169,123,2026-09-19 22:18:21.483951+00:00
US-4864112,Saginaw,Texas,TX,,,2025,26706,301232.1,2.25,11.11,-3.78,-2.89,5.07,166,6.22,-51.03,754.0,-10.24,70.92,18.69,3.58,98.15,12,54.89,28.44,33.31,40.24,43.72,37.1,40.83,40.47,2354,2052,2439,2245,2272.5,387,144.69,2354,2314,128,124,2026-09-19 22:18:21.483951+00:00
US-4841980,League City,Texas,TX,,,2025,119905,370330.24,1.39,4.6,-1.64,-0.21,4.61,816,6.81,-12.07,5378.0,-1.01,472.92,6.83,3.22,96.78,12,43.49,36.24,41.67,40.5,41.05,39.23,40.05,40.21,2332,2203,2329,2286,2287.5,129,52.07,2332,2331,125,125,2026-09-19 22:18:21.483951+00:00
US-4848684,Mineral Wells,Texas,TX,,,2025,15983,207895.79,1.41,7.8,0.0,-2.84,5.13,22,1.38,-8.33,462.0,-7.6,79.58,-1.04,6.73,96.75,12,52.15,14.5,70.84,43.64,43.66,34.25,37.08,39.66,2107,2053,2565,2448,2293.25,512,218.06,2107,2334,93,126,2026-09-19 22:18:21.483951+00:00
US-4820344,Dickinson,Texas,TX,,,2025,21908,265174.33,0.0,2.13,-2.75,-0.68,3.93,41,1.87,-14.58,748.0,10.81,120.17,22.51,5.96,97.43,12,33.86,42.94,48.92,40.8,38.84,41.11,39.45,40.05,2313,2328,2202,2334,2294.25,132,53.81,2313,2337,122,127,2026-09-19 22:18:21.483951+00:00
US-4826544,Forest Hill,Texas,TX,,,2025,14056,226387.17,-1.29,0.76,-3.67,-0.13,6.75,5,0.36,0.0,261.0,-4.04,34.92,55.76,5.18,96.84,12,52.5,21.81,51.17,41.42,43.09,35.42,38.55,39.62,2268,2091,2515,2369,2310.75,424,154.3,2268,2352,115,128,2026-09-19 22:18:21.483951+00:00
US-4827984,Gainesville,Texas,TX,,,2025,18528,251153.84,0.86,6.52,-2.23,0.45,6.3,41,2.21,-68.46,560.0,-12.09,104.75,16.82,7.17,96.4,12,63.17,9.89,50.69,41.4,45.31,32.0,37.95,39.16,2271,1931,2646,2397,2311.25,715,257.69,2271,2354,116,129,2026-09-19 22:18:21.483951+00:00
US-4862600,Robstown,Texas,TX,,,2025,10324,112839.91,-0.71,1.91,-9.64,-6.5,-5.27,4,0.39,-33.33,64.0,10.34,23.17,-9.15,17.68,91.09,12,27.4,33.57,85.38,44.05,37.95,39.49,35.97,39.37,2056,2376,2318,2501,2312.75,445,162.32,2056,2355,88,130,2026-09-19 22:18:21.483951+00:00
US-4809328,Bonham,Texas,TX,,,2025,11263,232329.11,1.52,8.68,-1.25,-0.72,5.93,9,0.8,-85.25,253.0,-29.13,62.08,11.53,9.05,95.78,12,61.36,4.43,67.72,43.02,45.23,31.0,36.38,38.91,2149,1941,2691,2482,2315.75,750,290.13,2149,2358,98,131,2026-09-19 22:18:21.483951+00:00
US-4866644,Seguin,Texas,TX,,,2025,41048,274370.87,5.46,39.16,-3.12,-3.01,2.94,811,19.76,-20.02,2784.0,1.64,457.75,0.11,6.03,97.07,12,50.57,29.9,36.41,39.79,42.24,37.08,39.85,39.74,2390,2139,2440,2300,2317.25,301,114.49,2390,2360,137,132,2026-09-19 22:18:21.483951+00:00
US-4825572,Fate,Texas,TX,,,2025,29007,365193.01,5.84,57.41,-3.42,-3.65,4.85,297,10.24,-48.35,1564.0,-7.57,198.58,-5.96,4.62,96.84,12,57.56,19.41,43.24,40.63,43.97,34.43,38.96,39.5,2325,2037,2556,2357,2318.75,519,185.18,2325,2364,123,133,2026-09-19 22:18:21.483951+00:00
US-4848768,Mission,Texas,TX,,,2025,88992,222081.64,0.58,3.65,-0.53,1.93,6.79,722,8.11,3.88,1742.0,-3.49,430.67,21.26,9.12,96.62,12,63.73,18.8,27.39,38.92,44.8,33.57,39.88,39.29,2441,1965,2592,2296,2323.5,627,231.94,2441,2368,146,134,2026-09-19 22:18:21.483951+00:00
US-4803300,Anna,Texas,TX,,,2025,35245,354960.2,10.15,100.07,-6.76,-4.62,4.72,864,24.51,-26.34,2155.0,1.89,355.92,35.24,6.1,97.7,12,56.9,32.52,11.38,36.99,42.76,36.66,41.38,39.45,2562,2111,2458,2197,2332.0,451,184.28,2562,2376,176,135,2026-09-19 22:18:21.483951+00:00
US-4821892,Eagle Pass,Texas,TX,,,2025,28926,226888.21,0.48,2.51,2.01,5.08,5.97,94,3.25,22.08,428.0,2.64,112.0,19.25,10.07,95.97,12,50.09,27.0,42.99,40.23,42.1,36.32,38.99,39.41,2356,2147,2471,2356,2332.5,324,116.94,2356,2377,129,136,2026-09-19 22:18:21.483951+00:00
US-4854804,Palmview,Texas,TX,,,2025,15878,185651.79,-0.36,0.31,-0.17,3.53,8.07,114,7.18,111.11,127.0,-4.51,32.83,21.23,9.99,97.07,12,62.93,18.7,28.88,38.93,44.55,33.49,39.62,39.15,2440,1996,2594,2319,2337.25,598,219.81,2440,2382,145,137,2026-09-19 22:18:21.483951+00:00
US-4846440,Manor,Texas,TX,,,2025,23070,326857.8,6.54,63.36,-6.83,-7.33,3.81,1181,51.19,79.21,1225.0,-3.92,141.08,12.34,4.33,98.07,12,52.79,30.22,27.41,38.55,42.21,36.57,40.1,39.36,2468,2142,2461,2282,2338.25,326,135.63,2468,2383,149,138,2026-09-19 22:18:21.483951+00:00
US-4824768,Euless,Texas,TX,,,2025,60008,356894.96,0.1,-1.73,-2.9,-0.08,5.76,219,3.65,-45.25,1247.0,4.35,93.08,35.72,2.74,97.94,12,28.42,53.58,30.63,37.78,36.3,42.59,39.96,39.16,2513,2461,2112,2291,2344.25,401,157.23,2513,2391,159,139,2026-09-19 22:18:21.483951+00:00
US-4876000,Waco,Texas,TX,,,2025,147788,198264.82,0.68,5.16,-3.16,-1.54,5.56,1119,7.57,58.72,4551.0,0.53,712.25,10.68,5.74,96.52,12,52.2,26.58,37.31,39.51,42.28,35.88,39.18,39.21,2406,2137,2494,2345,2345.5,357,131.52,2406,2392,140,140,2026-09-19 22:18:21.483951+00:00
US-4852212,Northlake,Texas,TX,,,2025,12036,503487.27,11.93,117.89,-3.71,-2.24,5.93,438,36.39,-31.24,1091.0,-8.55,164.33,18.8,5.55,96.78,12,67.71,15.65,22.12,38.09,45.25,32.24,39.73,38.83,2498,1938,2641,2312,2347.25,703,263.51,2498,2396,154,141,2026-09-19 22:18:21.483951+00:00
US-4831328,Groves,Texas,TX,,,2025,16907,179241.23,0.01,-2.24,6.81,1.24,2.89,30,1.77,-16.67,676.0,13.42,50.75,-14.83,2.78,94.7,12,11.33,53.07,73.38,41.45,33.16,43.59,36.32,38.63,2265,2596,2045,2484,2347.5,551,211.36,2265,2397,114,142,2026-09-19 22:18:21.483951+00:00
US-4845120,Lumberton,Texas,TX,,,2025,14123,278651.15,-0.77,3.65,0.26,0.8,2.98,53,3.75,65.63,529.0,-1.31,64.75,-16.36,4.65,98.17,12,35.83,33.27,61.89,41.45,38.97,38.33,37.29,39.01,2264,2317,2377,2433,2347.75,169,63.41,2264,2398,113,143,2026-09-19 22:18:21.483951+00:00
US-4854708,Palestine,Texas,TX,,,2025,19555,194909.04,0.27,5.22,-8.51,-1.12,4.6,12,0.61,-52.0,491.0,-11.21,94.0,4.93,7.14,98.09,12,44.94,16.96,75.95,42.9,41.2,34.2,35.45,38.44,2155,2196,2568,2520,2359.75,413,185.6,2155,2414,100,144,2026-09-19 22:18:21.483951+00:00
US-4870904,Sulphur Springs,Texas,TX,,,2025,17054,249613.8,0.76,6.81,-2.18,-3.65,2.33,60,3.52,-4.76,467.0,12.26,80.5,25.95,6.34,96.11,12,39.24,39.47,36.75,38.7,38.94,38.99,39.1,38.93,2456,2322,2342,2349,2367.25,134,52.19,2456,2420,147,145,2026-09-19 22:18:21.483951+00:00
US-4841116,La Marque,Texas,TX,,,2025,20324,232301.75,0.56,10.07,-3.59,-1.64,2.9,137,6.74,30.48,858.0,4.63,124.83,18.51,5.53,96.74,12,45.58,34.47,32.28,38.36,40.25,37.47,39.25,38.83,2483,2251,2416,2341,2372.75,232,86.4,2483,2425,151,146,2026-09-19 22:18:21.483951+00:00
US-4833320,Hereford,Texas,TX,,,2025,14976,174655.4,0.7,0.43,-0.92,1.78,4.45,33,2.2,-29.79,238.0,81.68,67.5,250.65,11.16,98.42,12,27.88,52.17,32.21,37.47,35.82,41.89,39.25,38.61,2531,2487,2150,2342,2377.5,381,148.8,2531,2427,168,147,2026-09-19 22:18:21.483951+00:00
US-4857200,Pharr,Texas,TX,,,2025,80830,167783.96,-0.26,1.25,-2.59,2.41,7.26,182,2.25,-38.93,836.0,-8.23,212.58,27.87,9.37,96.61,12,60.84,13.13,42.34,39.52,43.75,31.82,37.52,38.15,2405,2047,2655,2421,2382.0,608,217.26,2405,2431,139,148,2026-09-19 22:18:21.483951+00:00
US-4870808,Sugar Land,Texas,TX,,,2025,107726,444694.39,-1.11,-2.79,-0.73,1.57,6.57,420,3.9,526.87,3224.0,6.79,321.83,33.96,3.69,97.01,12,34.56,45.94,30.6,37.55,37.38,40.23,39.29,38.61,2524,2396,2271,2338,2382.25,253,93.03,2524,2432,163,149,2026-09-19 22:18:21.483951+00:00
US-4862804,Rockport,Texas,TX,,,2025,11348,312620.06,2.16,11.9,-4.3,-2.45,4.11,123,10.84,-8.21,867.0,5.73,277.92,17.1,12.18,95.62,12,50.24,31.19,26.97,37.76,41.03,36.27,39.34,38.6,2514,2204,2476,2337,2382.75,310,122.44,2514,2433,160,150,2026-09-19 22:18:21.483951+00:00
US-4838488,Kaufman,Texas,TX,,,2025,10717,290072.97,9.39,44.96,-0.12,-1.57,5.02,32,2.99,-84.91,291.0,-7.32,45.58,16.88,6.07,95.58,12,58.59,13.07,46.29,39.58,43.09,31.71,36.87,37.81,2403,2092,2661,2465,2405.25,569,204.39,2403,2452,138,151,2026-09-19 22:18:21.483951+00:00
US-4807132,Bedford,Texas,TX,,,2025,47958,374650.49,-1.37,-3.72,-2.47,0.1,5.8,166,3.46,5433.33,1467.0,2.44,108.92,15.87,2.78,98.19,12,22.05,51.6,44.89,38.1,34.34,41.73,37.63,37.95,2497,2554,2162,2414,2406.75,392,149.82,2497,2455,153,152,2026-09-19 22:18:21.483951+00:00
US-4857980,Plainview,Texas,TX,,,2025,19314,125989.25,-0.96,-3.7,-3.19,-3.56,0.84,1,0.05,0.0,415.0,0.97,78.5,-25.36,7.77,101.27,12,3.49,48.5,95.6,42.27,30.81,42.06,32.96,37.02,2203,2678,2144,2609,2408.5,534,237.18,2203,2457,104,153,2026-09-19 22:18:21.483951+00:00
US-4832372,Harlingen,Texas,TX,,,2025,72467,202080.07,0.15,0.75,-2.01,0.74,5.8,361,4.98,-12.59,1438.0,5.27,246.0,18.36,6.47,97.22,12,40.62,35.52,37.04,37.94,38.55,37.28,37.97,37.93,2506,2345,2426,2393,2417.5,161,58.65,2506,2467,158,154,2026-09-19 22:18:21.483951+00:00
US-4850580,Nederland,Texas,TX,,,2025,18108,218178.8,-0.31,-3.62,3.46,0.63,2.62,8,0.44,-27.27,666.0,14.43,52.58,30.64,3.04,98.3,12,3.68,62.95,58.29,38.08,29.65,44.47,35.81,37.0,2500,2706,1973,2506,2421.25,733,271.75,2500,2472,156,155,2026-09-19 22:18:21.483951+00:00
US-4835576,Hurst,Texas,TX,,,2025,38974,336307.3,-1.39,-3.35,-2.06,-0.06,5.67,40,1.03,1900.0,1272.0,-0.16,107.0,13.73,3.18,98.28,12,21.33,44.45,63.15,39.88,34.54,40.32,35.92,37.66,2384,2541,2260,2504,2422.25,281,110.2,2384,2473,136,156,2026-09-19 22:18:21.483951+00:00
US-4858820,Port Arthur,Texas,TX,,,2025,55804,126373.74,-0.32,-0.4,-1.09,-0.66,0.07,35,0.63,25.0,873.0,21.25,124.08,-4.43,5.37,93.35,12,16.39,41.86,80.78,41.4,33.69,40.06,34.29,37.36,2272,2570,2286,2572,2425.0,300,146.09,2272,2477,117,157,2026-09-19 22:18:21.483951+00:00
US-4866704,Selma,Texas,TX,,,2025,11955,290315.04,0.17,4.65,-3.02,-3.36,3.91,8,0.67,-46.67,307.0,-15.19,41.75,-1.38,5.03,97.73,12,40.71,16.97,78.94,41.96,39.32,33.38,33.85,37.13,2231,2300,2599,2581,2427.75,368,164.2,2231,2480,108,158,2026-09-19 22:18:21.483951+00:00
US-4802272,Alvin,Texas,TX,,,2025,30115,295689.08,1.62,11.36,0.21,1.25,5.29,285,9.46,1.06,1068.0,-7.61,139.92,29.35,5.08,98.26,12,57.04,24.01,19.76,36.16,41.54,33.28,38.45,37.36,2585,2174,2603,2375,2434.25,429,174.96,2585,2485,182,159,2026-09-19 22:18:21.483951+00:00
US-4863500,Round Rock,Texas,TX,,,2025,141282,414785.04,4.17,17.19,-5.33,-5.13,4.37,845,5.98,-56.38,3862.0,-4.26,504.92,26.33,4.75,97.28,12,53.48,24.38,28.09,36.95,40.94,33.67,37.85,37.35,2563,2209,2590,2401,2440.75,381,152.08,2563,2495,177,160,2026-09-19 22:18:21.483951+00:00
US-4879000,Wichita Falls,Texas,TX,,,2025,101951,174077.58,-0.11,-0.51,-1.05,1.41,6.38,49,0.48,-53.77,3597.0,-3.64,501.33,15.56,5.15,95.36,12,41.5,19.44,68.56,40.54,38.94,33.42,34.28,36.8,2330,2321,2596,2574,2455.25,275,130.02,2330,2513,124,161,2026-09-19 22:18:21.483951+00:00
US-4816432,Conroe,Texas,TX,,,2025,119564,317838.78,4.28,31.16,-0.88,-1.27,4.68,1893,15.83,-21.94,6891.0,-6.85,935.42,7.87,4.94,96.75,12,56.63,18.65,31.68,37.1,41.49,32.0,37.04,36.91,2559,2179,2645,2450,2458.25,466,175.41,2559,2516,173,162,2026-09-19 22:18:21.483951+00:00
US-4820884,Donna,Texas,TX,,,2025,16698,150563.48,-0.96,-0.62,-0.25,4.03,8.43,56,3.35,143.48,154.0,-31.56,44.0,14.04,12.15,96.94,12,60.64,7.37,46.7,38.51,42.57,29.25,35.27,36.4,2473,2123,2736,2525,2464.25,613,220.27,2473,2522,150,163,2026-09-19 22:18:21.483951+00:00
US-4865600,San Marcos,Texas,TX,,,2025,77830,316296.48,2.25,14.12,-4.35,-5.2,3.12,718,9.23,-43.99,2422.0,0.58,448.5,9.7,6.83,96.78,12,48.24,26.03,35.19,37.21,39.62,34.07,36.94,36.96,2551,2283,2573,2457,2466.0,290,114.28,2551,2524,171,164,2026-09-19 22:18:21.483951+00:00
US-4864472,San Angelo,Texas,TX,,,2025,100640,228920.17,0.33,0.58,3.05,3.05,5.51,335,3.33,43.78,3747.0,6.93,419.42,26.05,4.17,89.84,12,36.3,37.47,37.76,37.08,36.87,37.16,36.97,37.02,2560,2426,2432,2455,2468.25,134,54.07,2560,2525,174,165,2026-09-19 22:18:21.483951+00:00
US-4842388,Leon Valley,Texas,TX,,,2025,11563,263784.54,0.62,0.15,-0.22,-0.59,4.64,79,6.83,146.88,347.0,49.57,43.0,43.73,4.77,97.75,12,27.8,53.03,17.41,34.03,33.81,40.12,38.11,36.52,2668,2566,2282,2388,2476.0,386,150.29,2668,2531,196,166,2026-09-19 22:18:21.483951+00:00
US-4814920,Cibolo,Texas,TX,,,2025,39019,335613.92,3.04,18.91,-2.08,-2.8,3.82,428,10.97,-7.96,1668.0,-14.9,231.33,-3.44,5.11,98.01,12,51.79,18.11,41.79,37.5,40.19,31.77,35.64,36.27,2529,2253,2658,2513,2488.25,405,147.0,2529,2540,166,167,2026-09-19 22:18:21.483951+00:00
US-4875428,Victoria,Texas,TX,,,2025,66500,214860.94,0.41,1.49,-1.97,0.35,4.22,185,2.78,330.23,1731.0,4.03,228.08,10.27,4.88,96.47,12,32.17,34.46,52.96,38.17,35.98,36.55,35.28,36.49,2496,2476,2462,2524,2489.5,62,23.3,2496,2541,152,168,2026-09-19 22:18:21.483951+00:00
US-4865036,San Benito,Texas,TX,,,2025,24980,160738.29,-0.04,0.08,2.02,1.83,5.06,81,3.24,-27.03,379.0,18.81,67.92,18.46,7.11,94.8,12,30.07,40.09,43.87,37.02,35.14,37.65,35.96,36.44,2561,2522,2412,2503,2499.5,149,54.67,2561,2546,175,169,2026-09-19 22:18:21.483951+00:00
US-4840588,Lake Jackson,Texas,TX,,,2025,27803,270905.28,-0.86,-1.19,0.09,1.09,3.64,6,0.22,20.0,1030.0,0.59,101.5,1.33,3.8,97.02,12,17.19,35.79,83.88,40.38,32.78,37.43,32.23,35.7,2343,2611,2419,2631,2501.0,288,123.17,2343,2550,127,170,2026-09-19 22:18:21.483951+00:00
US-4865408,Sanger,Texas,TX,,,2025,10238,359890.84,0.77,14.63,-2.33,-1.22,5.49,422,41.22,615.25,458.0,-14.23,75.92,38.87,6.34,98.74,12,60.33,20.59,9.77,33.78,40.82,30.89,37.39,35.72,2681,2221,2697,2430,2507.25,476,196.28,2681,2553,199,171,2026-09-19 22:18:21.483951+00:00
US-4858904,Portland,Texas,TX,,,2025,20833,267808.65,0.36,2.05,0.3,0.44,3.73,104,4.99,-6.31,905.0,0.0,98.92,-9.94,4.2,97.0,12,32.63,32.34,54.84,38.08,35.88,35.8,34.72,36.12,2499,2485,2499,2551,2508.5,66,25.19,2499,2554,155,172,2026-09-19 22:18:21.483951+00:00
US-4841464,Laredo,Texas,TX,,,2025,269515,221023.44,0.29,5.5,2.5,1.09,3.44,1340,4.97,-7.46,3157.0,-4.39,588.58,4.02,6.91,98.47,12,40.9,25.94,48.76,37.63,37.59,33.85,34.95,36.01,2520,2388,2586,2540,2508.5,198,73.57,2520,2555,162,173,2026-09-19 22:18:21.483951+00:00
US-4863284,Rosenberg,Texas,TX,,,2025,42701,317820.1,0.83,10.92,-2.48,-1.08,5.41,419,9.81,34.73,1323.0,-7.29,161.0,44.72,4.48,97.31,12,57.64,21.94,12.03,33.74,40.09,31.16,37.01,35.5,2682,2258,2684,2452,2519.0,426,177.77,2682,2567,200,174,2026-09-19 22:18:21.483951+00:00
US-4813492,Cedar Hill,Texas,TX,,,2025,49801,314848.99,0.26,1.41,-3.75,-2.47,5.2,174,3.49,-29.55,1391.0,-1.7,171.58,20.27,4.53,97.94,12,37.62,31.89,41.06,36.48,36.42,34.99,35.39,35.82,2577,2450,2531,2522,2520.0,127,45.48,2577,2569,179,175,2026-09-19 22:18:21.483951+00:00
